Full Name,Title,Diversity Flag,Firm,Type,Location,Crunchbase URL,LinkedIn URL
Diane Fraiman,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recmua3tauVXShGHw"":[""Venture Capital""]},""foreignRowIdOrder"":[""recmua3tauVXShGHw""]}","Portland, OR",https://www.crunchbase.com/person/diane-fraiman,https://www.linkedin.com/in/diane-fraiman-63663a1/
Mary Coleman,Managing Director,Female,[object Object],"{""valuesByForeignRowId"":{""recNFtPs9NUe4ij4Q"":[""Venture Capital""]},""foreignRowIdOrder"":[""recNFtPs9NUe4ij4Q""]}","San Francisco, CA",https://www.crunchbase.com/person/mary-coleman-2,https://www.linkedin.com/pub/mary-coleman/0/187/9b7
Yimin Zimmerer,Managing Director,Female,[object Object],"{""valuesByForeignRowId"":{""recNFtPs9NUe4ij4Q"":[""Venture Capital""]},""foreignRowIdOrder"":[""recNFtPs9NUe4ij4Q""]}","San Francisco, CA",https://www.crunchbase.com/person/yimin-zimmerer,
Sara Adler,General Partner,Female,[object Object],"{""valuesByForeignRowId"":{""rec9FaRfz4Owja86r"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec9FaRfz4Owja86r""]}","San Francisco, CA",https://www.crunchbase.com/person/sara--tillim--adler,
Beth Seidenberg,General Partner,Female,"[object Object], [object Object]","{""valuesByForeignRowId"":{""recm199xLEiShov5k"":[""Venture Capital""],""recsO3T7UawGB49x0"":[""Venture Capital""]},""foreignRowIdOrder"":[""recm199xLEiShov5k"",""recsO3T7UawGB49x0""]}","Los Angeles, CA",https://www.crunchbase.com/person/beth-seidenberg,
Yvonne Chen,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recMyW7jEPNH9Fry2"":[""Venture Capital""]},""foreignRowIdOrder"":[""recMyW7jEPNH9Fry2""]}","Taipei, Taiwan",https://www.crunchbase.com/person/yvonne-chen,https://www.linkedin.com/in/yvonne-chen-53a28714/
Katherine Barr,Founding Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recPzrQhL0xfEutTv"":[""Venture Capital""]},""foreignRowIdOrder"":[""recPzrQhL0xfEutTv""]}","San Mateo, CA",https://www.crunchbase.com/person/katherine-barr,http://www.linkedin.com/in/barrkatherine
Alex Washington,Managing Director,PoC,[object Object],"{""valuesByForeignRowId"":{""recvSqJSyiLIE8rpJ"":[""Venture Capital""]},""foreignRowIdOrder"":[""recvSqJSyiLIE8rpJ""]}","Chicago, IL",https://www.crunchbase.com/person/alex-washington,https://www.linkedin.com/in/alex-washington-71542a26/
Anthony Saleh ,Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""rec0JhXYU1oBEaW9D"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec0JhXYU1oBEaW9D""]}","Los Angeles, CA",https://www.crunchbase.com/person/anthony-saleh,
Shane Kelly,Founder & Managing Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""recZtXGcwqwPZs9Pv"":[""Angel Network""]},""foreignRowIdOrder"":[""recZtXGcwqwPZs9Pv""]}","Los Angeles, CA",https://www.crunchbase.com/person/shane-kelly-2,https://www.linkedin.com/in/shanekellymg
Anna Palmer,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""rechndp2O1dU0o4Um"":[""Angel Network"",""Venture Capital""]},""foreignRowIdOrder"":[""rechndp2O1dU0o4Um""]}","Boston, MA",https://www.crunchbase.com/person/anna-palmer-2,
Aubrie Pagano,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""rechndp2O1dU0o4Um"":[""Angel Network"",""Venture Capital""]},""foreignRowIdOrder"":[""rechndp2O1dU0o4Um""]}","New York, NY",https://www.crunchbase.com/person/aubrie-pagano,
Danielle Morrill,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""rechndp2O1dU0o4Um"":[""Angel Network"",""Venture Capital""]},""foreignRowIdOrder"":[""rechndp2O1dU0o4Um""]}","San Francisco, CA",https://www.crunchbase.com/person/danielle-morrill,
Erica Brescia,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""rechndp2O1dU0o4Um"":[""Angel Network"",""Venture Capital""]},""foreignRowIdOrder"":[""rechndp2O1dU0o4Um""]}","San Francisco, CA",https://www.crunchbase.com/person/erica-brescia,
Jessica Mah,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""rechndp2O1dU0o4Um"":[""Angel Network"",""Venture Capital""]},""foreignRowIdOrder"":[""rechndp2O1dU0o4Um""]}","San Francisco, CA",https://www.crunchbase.com/person/jessica-mah,
Liz Whitman,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""rechndp2O1dU0o4Um"":[""Angel Network"",""Venture Capital""]},""foreignRowIdOrder"":[""rechndp2O1dU0o4Um""]}","New York, NY",https://www.crunchbase.com/person/elizabeth-r-whitman,
Nicole Sanchez,Partner,"PoC, Female",[object Object],"{""valuesByForeignRowId"":{""rechndp2O1dU0o4Um"":[""Angel Network"",""Venture Capital""]},""foreignRowIdOrder"":[""rechndp2O1dU0o4Um""]}","New York, NY",https://www.crunchbase.com/person/nicole-sanchez-2,https://www.linkedin.com/in/nicolemsanchez1
Ooshma Garg,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""rechndp2O1dU0o4Um"":[""Angel Network"",""Venture Capital""]},""foreignRowIdOrder"":[""rechndp2O1dU0o4Um""]}","San Francisco, CA",https://www.crunchbase.com/person/ooshma-garg,
Adora Cheung,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recqIr6fs1XeUfrMS"":[""Accelerator"",""Venture Capital""]},""foreignRowIdOrder"":[""recqIr6fs1XeUfrMS""]}","San Francisco, CA",https://www.crunchbase.com/person/adora-cheung-2,http://www.linkedin.com/in/adoracheung
Carolynn Levy,Partner & GC,Female,[object Object],"{""valuesByForeignRowId"":{""recqIr6fs1XeUfrMS"":[""Accelerator"",""Venture Capital""]},""foreignRowIdOrder"":[""recqIr6fs1XeUfrMS""]}","Mountain View, CA",https://www.crunchbase.com/person/carolynn-levy,
Kat Manalac,Partner & Marketing,Female,[object Object],"{""valuesByForeignRowId"":{""recqIr6fs1XeUfrMS"":[""Accelerator"",""Venture Capital""]},""foreignRowIdOrder"":[""recqIr6fs1XeUfrMS""]}","San Francisco, CA",https://www.crunchbase.com/person/kat-manalac,https://www.linkedin.com/in/katmanalac
Kirsty Nathoo,Partner & CFO,Female,[object Object],"{""valuesByForeignRowId"":{""recqIr6fs1XeUfrMS"":[""Accelerator"",""Venture Capital""]},""foreignRowIdOrder"":[""recqIr6fs1XeUfrMS""]}","San Francisco, CA",https://www.crunchbase.com/person/kirsty-nathoo,https://www.linkedin.com/in/kirstynathoo/
Michael Seibel,Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""recqIr6fs1XeUfrMS"":[""Accelerator"",""Venture Capital""]},""foreignRowIdOrder"":[""recqIr6fs1XeUfrMS""]}","San Francisco, CA",https://www.crunchbase.com/person/michael-seibel,https://www.linkedin.com/in/mwseibel/
Anu Hariharan,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recjjTSQqykyGe2yW"":[""Venture Capital""]},""foreignRowIdOrder"":[""recjjTSQqykyGe2yW""]}","San Francisco, CA",https://www.crunchbase.com/person/anu-hariharan,https://www.linkedin.com/in/anuhariharan
Jocelyn Goldfein,Managing Director,Female,[object Object],"{""valuesByForeignRowId"":{""recaRpT0VCb70c3YB"":[""Venture Capital""]},""foreignRowIdOrder"":[""recaRpT0VCb70c3YB""]}","Palo Alto, CA",https://www.crunchbase.com/person/jocelyn-goldfein,https://www.linkedin.com/in/jgoldfein
Ritika Mahajan,Angel,"Female, PoC",,,"New York, NY",,https://www.linkedin.com/in/ritika-singh1/
Tasha Seitz,Partner,"Female, PoC",[object Object],"{""valuesByForeignRowId"":{""recIRjZcwh9ydcyRb"":[""Venture Capital""]},""foreignRowIdOrder"":[""recIRjZcwh9ydcyRb""]}","Chicago, IL",,https://www.linkedin.com/in/tashaseitz
Jessica Droste Yagan,Managing Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recIRjZcwh9ydcyRb"":[""Venture Capital""]},""foreignRowIdOrder"":[""recIRjZcwh9ydcyRb""]}","Chicago, IL",,https://www.linkedin.com/in/drosteyagan
Vicky Shum,Partner,"Female, PoC",[object Object],"{""valuesByForeignRowId"":{""recmwsBXS1kMrFSvw"":[""Venture Capital""]},""foreignRowIdOrder"":[""recmwsBXS1kMrFSvw""]}","Palo Alto, CA",,https://www.linkedin.com/in/vickyshum/
Rob Theis,General Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""recmwsBXS1kMrFSvw"":[""Venture Capital""]},""foreignRowIdOrder"":[""recmwsBXS1kMrFSvw""]}","Palo Alto, CA",https://www.crunchbase.com/person/rob-theis,https://www.linkedin.com/in/robtheis/
Linda Guo,Partner,"Female, PoC",[object Object],"{""valuesByForeignRowId"":{""rec8L4vLsdKcCAgUh"":[""Growth Equity""]},""foreignRowIdOrder"":[""rec8L4vLsdKcCAgUh""]}","New York, NY",,https://www.linkedin.com/in/lindaguo
Deb Kemper,General Partner,Female,"[object Object], [object Object], [object Object]","{""valuesByForeignRowId"":{""rec8B6d7paCu0R7Rl"":[""Venture Capital""],""rec7U7GbWTgW0Jw4q"":[""Venture Capital""],""recqdYvP2reNi2i0d"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec8B6d7paCu0R7Rl"",""rec7U7GbWTgW0Jw4q"",""recqdYvP2reNi2i0d""]}","Boston, MA, New York, NY",https://www.crunchbase.com/person/deb-kemper#section-overview,https://www.linkedin.com/in/debkemper/
Lani Nguyen,"Partner, Design","Female, PoC",[object Object],"{""valuesByForeignRowId"":{""rec5TuelOXf5NNZfI"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec5TuelOXf5NNZfI""]}","San Francisco, CA",https://www.crunchbase.com/person/lani-nguyen,https://www.linkedin.com/in/lanstermonster/
Benjamin Lee,Managing Director,PoC,[object Object],"{""valuesByForeignRowId"":{""recLGw99l6i9DFdXP"":[""Venture Capital""]},""foreignRowIdOrder"":[""recLGw99l6i9DFdXP""]}","San Francisco, CA",,https://www.linkedin.com/in/benlee-08043/
Alison Ryu,Managing Director,"Female, PoC",[object Object],"{""valuesByForeignRowId"":{""recLGw99l6i9DFdXP"":[""Venture Capital""]},""foreignRowIdOrder"":[""recLGw99l6i9DFdXP""]}","San Francisco, CA",,
Yardley Pohl,Angel ,Female,,,"San Francisco, CA",,http://linkedin.com/in/yardleypohl
Soumitra Sharma,Angel,PoC,,,"San Francisco, CA",,http://linkedin.com/in/soumitrasharma5
Sarah Nolet,General Partner,Female,[object Object],"{""valuesByForeignRowId"":{""rec0O77FFEPETTSx6"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec0O77FFEPETTSx6""]}",,,https://www.linkedin.com/in/svnolet/
Saniya Gandhi Bhardwaj,Partner,Female,,,"San Francisco, CA, Singapore",,https://www.linkedin.com/in/saniyagb/
Sara Deshpande,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recKBRVHR70yP3L2t"":[""Venture Capital""]},""foreignRowIdOrder"":[""recKBRVHR70yP3L2t""]}","San Francisco, CA",,https://www.linkedin.com/in/saradeshpande/
Heyu Huang,Partner ,Female,[object Object],"{""valuesByForeignRowId"":{""recyA83yO4yQfmoh5"":[""Venture Capital""]},""foreignRowIdOrder"":[""recyA83yO4yQfmoh5""]}","San Francisco, CA",,https://www.linkedin.com/in/heyuhuang/
Samara Mejia Hernandez,Founding Partner,"Female, PoC",[object Object],"{""valuesByForeignRowId"":{""recRZO3zXACeJNol3"":[""Venture Capital""]},""foreignRowIdOrder"":[""recRZO3zXACeJNol3""]}","Chicago, IL",,http://linkedin.com/in/samaramejia
Ana Quintana,Managing Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recUfaAjXyD6IBkuz"":[""Venture Capital""]},""foreignRowIdOrder"":[""recUfaAjXyD6IBkuz""]}","Los Angeles, CA",https://www.crunchbase.com/person/ana-quintana#section-overview,https://www.linkedin.com/in/anaquintana/
Ollen Douglass,Managing Director,PoC,[object Object],"{""valuesByForeignRowId"":{""reclfwgGDgsRwJCAT"":[""Venture Capital""]},""foreignRowIdOrder"":[""reclfwgGDgsRwJCAT""]}","Washington, DC",https://www.crunchbase.com/person/ollen-douglass,www.linkedin.com/in/ollendouglass
Kimmy Paluch,Managing Partner,"Female, PoC","[object Object], [object Object]","{""valuesByForeignRowId"":{""recd8JNSxedT7QD06"":[""Venture Capital""],""rechwhV2cZQzNWcD4"":[""Venture Capital""]},""foreignRowIdOrder"":[""recd8JNSxedT7QD06"",""rechwhV2cZQzNWcD4""]}","Park City, Utah",https://www.crunchbase.com/person/kimmy-paluch,https://www.linkedin.com/in/kimmy/
Susan McPherson,Founder and CEO,Female,[object Object],"{""valuesByForeignRowId"":{""recwH4hOJfBULVhfW"":[""Angel""]},""foreignRowIdOrder"":[""recwH4hOJfBULVhfW""]}",,,https://www.linkedin.com/in/susanmcpherson/
