Full Name,Title,Diversity Flag,Firm,Type,Location,Crunchbase URL,LinkedIn URL
Jo Ann Corkran,Managing Partner,Female,"[object Object], [object Object], [object Object], [object Object]","{""valuesByForeignRowId"":{""recWAElGne01W4V2w"":[""Angel Network""],""rec8B6d7paCu0R7Rl"":[""Venture Capital""],""rec7U7GbWTgW0Jw4q"":[""Venture Capital""],""recqdYvP2reNi2i0d"":[""Venture Capital""]},""foreignRowIdOrder"":[""recWAElGne01W4V2w"",""rec8B6d7paCu0R7Rl"",""rec7U7GbWTgW0Jw4q"",""recqdYvP2reNi2i0d""]}","New York, NY",https://www.crunchbase.com/person/jo-ann-corkran,
Loretta McCarthy,Managing Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recWAElGne01W4V2w"":[""Angel Network""]},""foreignRowIdOrder"":[""recWAElGne01W4V2w""]}","New York, NY",https://www.crunchbase.com/person/loretta-mccarthy,
Patience Marime-Ball,Managing Partner,"Female, PoC",[object Object],"{""valuesByForeignRowId"":{""recWAElGne01W4V2w"":[""Angel Network""]},""foreignRowIdOrder"":[""recWAElGne01W4V2w""]}","Kensington, MD",https://www.crunchbase.com/person/patience-marime-ball,
Peggy Wallace,Managing Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recWAElGne01W4V2w"":[""Angel Network""]},""foreignRowIdOrder"":[""recWAElGne01W4V2w""]}","New York, NY",https://www.crunchbase.com/person/peggy-wallace,
Una Ryan,Angel,Female,"[object Object], [object Object]","{""valuesByForeignRowId"":{""recqNzSc0rJJcYK9Q"":[""Angel Network""],""recWAElGne01W4V2w"":[""Angel Network""]},""foreignRowIdOrder"":[""recqNzSc0rJJcYK9Q"",""recWAElGne01W4V2w""]}","San Francisco, CA",https://www.crunchbase.com/person/una-s-ryan,
Michelle Jarrard,Managing Director,Female,[object Object],"{""valuesByForeignRowId"":{""reckVqCYhQ5rvnX5Q"":[""Venture Capital""]},""foreignRowIdOrder"":[""reckVqCYhQ5rvnX5Q""]}","Atlanta, GA",https://www.crunchbase.com/person/michelle-jarrard,https://www.linkedin.com/in/michellejarrard
Kathryn Cavanaugh,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recyr8NgCoc0YGZk3"":[""Venture Capital""]},""foreignRowIdOrder"":[""recyr8NgCoc0YGZk3""]}","New York, NY",https://www.crunchbase.com/person/kathryn-cavanaugh,
Anna Patterson,Co-Founder and Managing Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recPhAWyhDmVyRxgO"":[""Venture Capital""]},""foreignRowIdOrder"":[""recPhAWyhDmVyRxgO""]}","San Francisco, CA",https://www.crunchbase.com/person/anna-patterson,https://www.linkedin.com/in/anna-patterson-15921ba/
Anna Patterson ,Co-Founder and Managing Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recPhAWyhDmVyRxgO"":[""Venture Capital""]},""foreignRowIdOrder"":[""recPhAWyhDmVyRxgO""]}","San Francisco, CA",,
Dana Settle,Co-Founder & Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recZPxQYBZp7x93sP"":[""Venture Capital""]},""foreignRowIdOrder"":[""recZPxQYBZp7x93sP""]}","Seattle, WA",https://www.crunchbase.com/person/dana-settle,https://www.linkedin.com/in/dana-settle-8b18/
Ellie Wheeler,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recZPxQYBZp7x93sP"":[""Venture Capital""]},""foreignRowIdOrder"":[""recZPxQYBZp7x93sP""]}","New York, NY",https://www.crunchbase.com/person/ellie-wheeler,http://www.linkedin.com/in/elliewheeler
Sarah Guo,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recwd5cVXBHxyisEi"":[""Venture Capital""]},""foreignRowIdOrder"":[""recwd5cVXBHxyisEi""]}","San Francisco, CA",https://www.crunchbase.com/person/sarah-guo,http://www.linkedin.com/pub/sarah-guo/8/258/538
Jason Towns,Managing Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""recyexf7lWeaRXp2o"":[""Venture Capital""]},""foreignRowIdOrder"":[""recyexf7lWeaRXp2o""]}","Oakland, CA",https://www.crunchbase.com/person/jason-towns,https://www.linkedin.com/in/jasontowns/
Deborah Quazzo,Founder and Managing Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recRNRpNTAvHGjXQT"":[""Venture Capital""]},""foreignRowIdOrder"":[""recRNRpNTAvHGjXQT""]}","Chicago, IL",https://www.crunchbase.com/person/deborah-quazzo,https://www.linkedin.com/in/deborah-quazzo-1343554/
Frederique Dame,General Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recBt3PlMDITRvkru"":[""Venture Capital""]},""foreignRowIdOrder"":[""recBt3PlMDITRvkru""]}","San Francisco, CA",https://www.crunchbase.com/person/frederique-dame,https://www.linkedin.com/in/frederiquedame
Laura Melahn,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recBt3PlMDITRvkru"":[""Venture Capital""]},""foreignRowIdOrder"":[""recBt3PlMDITRvkru""]}","San Francisco, CA",https://www.crunchbase.com/person/laura-melahn,https://www.linkedin.com/in/lauramelahn
Tyson Clark,Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""recBt3PlMDITRvkru"":[""Venture Capital""]},""foreignRowIdOrder"":[""recBt3PlMDITRvkru""]}","San Francisco, CA",https://www.crunchbase.com/person/tyson-clark,https://www.linkedin.com/in/tysonclark/en
Jessica Verrilli,General Partner,Female,"[object Object], [object Object]","{""valuesByForeignRowId"":{""recWiOyteQD8pXh5k"":[""Angel Network""],""recBt3PlMDITRvkru"":[""Venture Capital""]},""foreignRowIdOrder"":[""recWiOyteQD8pXh5k"",""recBt3PlMDITRvkru""]}","San Francisco, CA",https://www.crunchbase.com/person/jessica-verrilli,http://www.linkedin.com/in/jessicaverrilli
Jesse Draper,Founding Partner,Female,"[object Object], [object Object]","{""valuesByForeignRowId"":{""recyRZPDyRts2G9fs"":[""Angel Network""],""recIycFV4IJPSVxyk"":[""Venture Capital""]},""foreignRowIdOrder"":[""recyRZPDyRts2G9fs"",""recIycFV4IJPSVxyk""]}","Los Angeles, CA",https://www.crunchbase.com/person/jesse-draper,https://www.linkedin.com/in/jessedraper/
Barbara Belvisi,Co-Founder & Managing Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recBJJzvbWtONRguC"":[""Venture Capital""]},""foreignRowIdOrder"":[""recBJJzvbWtONRguC""]}","Paris, France",https://www.crunchbase.com/person/barbara-belvisi,https://www.linkedin.com/in/barbara-belvisi-79242118/
Brandon Bryant,Managing Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""recFk31WeQZQYt8rQ"":[""Venture Capital""]},""foreignRowIdOrder"":[""recFk31WeQZQYt8rQ""]}","New York, NY",https://www.crunchbase.com/person/brandon-bryant,https://www.linkedin.com/in/bbryantwsp/
Henri Pierre-Jacques,Managing Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""recFk31WeQZQYt8rQ"":[""Venture Capital""]},""foreignRowIdOrder"":[""recFk31WeQZQYt8rQ""]}","New York, NY",https://www.crunchbase.com/person/henri-pierre-jacques,https://www.linkedin.com/in/hpierrejacques/
Imafidon Edomwonyi,Managing Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""recFk31WeQZQYt8rQ"":[""Venture Capital""]},""foreignRowIdOrder"":[""recFk31WeQZQYt8rQ""]}","New York, NY",https://www.crunchbase.com/person/imafidon-edomwonyi,https://www.linkedin.com/in/imafidon/
Jarrid Tingle,Managing Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""recFk31WeQZQYt8rQ"":[""Venture Capital""]},""foreignRowIdOrder"":[""recFk31WeQZQYt8rQ""]}","New York, NY",https://www.crunchbase.com/person/jarrid-tingle,https://www.linkedin.com/in/jarrid-tingle/
John Henry,Managing Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""recFk31WeQZQYt8rQ"":[""Venture Capital""]},""foreignRowIdOrder"":[""recFk31WeQZQYt8rQ""]}","New York, NY",https://www.crunchbase.com/person/john-henry-2,https://www.linkedin.com/in/johnhenrystyle/
Winzell Steele Jr.,Managing Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""recFk31WeQZQYt8rQ"":[""Venture Capital""]},""foreignRowIdOrder"":[""recFk31WeQZQYt8rQ""]}","New York, NY",https://www.crunchbase.com/person/winzell-steele-jr,
Mary Potter,Managing Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recykdY18x1UbKDHj"":[""Angel Network""]},""foreignRowIdOrder"":[""recykdY18x1UbKDHj""]}","San Francisco, CA",https://www.crunchbase.com/person/mary-jo-potter,
Anya Schiess,Founder & General Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recz1xufJcJ39q1tQ"":[""Venture Capital""]},""foreignRowIdOrder"":[""recz1xufJcJ39q1tQ""]}","San Francisco, CA",https://www.crunchbase.com/person/anya-schiess,https://www.linkedin.com/in/anyaschiess/
Enmi Kendall,Founder & General Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recz1xufJcJ39q1tQ"":[""Venture Capital""]},""foreignRowIdOrder"":[""recz1xufJcJ39q1tQ""]}","San Francisco, CA",https://www.crunchbase.com/person/enmi-kendall,https://www.linkedin.com/in/eskendall
Lisa Burton,Executive Director,Female,[object Object],"{""valuesByForeignRowId"":{""recnhgPrjaOlC7fMx"":[""Accelerator""]},""foreignRowIdOrder"":[""recnhgPrjaOlC7fMx""]}","New York, NY",https://www.crunchbase.com/organization/hearstlab-36b3,http://linkedin.com/in/lisa-burton
Courtney Hall,Managing Director,PoC,[object Object],"{""valuesByForeignRowId"":{""recFHohknKdWXKd6M"":[""Venture Capital""]},""foreignRowIdOrder"":[""recFHohknKdWXKd6M""]}","New York, NY",https://www.crunchbase.com/person/courtney-hall,https://www.linkedin.com/in/courtney-h-876a154/
Bjorn Simmons,Director,PoC,[object Object],"{""valuesByForeignRowId"":{""recirPRGRGj7cQmRb"":[""Accelerator""]},""foreignRowIdOrder"":[""recirPRGRGj7cQmRb""]}","Cincinnati, OH",https://www.crunchbase.com/person/bjorn-simmons,https://www.linkedin.com/in/bjorn-k-simmons-97885449/
Dhani Jones,Chairman,PoC,"[object Object], [object Object]","{""valuesByForeignRowId"":{""rec2dAizR2CJMHTZC"":[""Venture Capital""],""recirPRGRGj7cQmRb"":[""Accelerator""]},""foreignRowIdOrder"":[""rec2dAizR2CJMHTZC"",""recirPRGRGj7cQmRb""]}","Cincinnati, OH",https://www.crunchbase.com/person/dhani-jones,https://www.linkedin.com/in/dhani-jones-29b58617/
Ebow Vroom,CEO & President of Operations,PoC,"[object Object], [object Object]","{""valuesByForeignRowId"":{""rec2dAizR2CJMHTZC"":[""Venture Capital""],""recirPRGRGj7cQmRb"":[""Accelerator""]},""foreignRowIdOrder"":[""rec2dAizR2CJMHTZC"",""recirPRGRGj7cQmRb""]}","Cincinnati, OH",https://www.crunchbase.com/person/ebow-vroom,https://www.linkedin.com/in/ebowvroom/
Veronica Wu,"Founder, Managing Partner",Female,[object Object],"{""valuesByForeignRowId"":{""recczxPKkRiw1rUFn"":[""Venture Capital""]},""foreignRowIdOrder"":[""recczxPKkRiw1rUFn""]}","Palo Alto, CA",https://www.crunchbase.com/person/veronica-wu,https://www.linkedin.com/in/wuveronica
Irit Hillel,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recS7WtEjiIRaFVHs"":[""Venture Capital""]},""foreignRowIdOrder"":[""recS7WtEjiIRaFVHs""]}","Tel Aviv, Israel",https://www.crunchbase.com/person/irit-hillel,https://www.linkedin.com/in/irithillel/
Heather Hartnett,General Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recOEuXFcCaltij7V"":[""Venture Capital""]},""foreignRowIdOrder"":[""recOEuXFcCaltij7V""]}","New York, NY",https://www.crunchbase.com/person/heather-hartnett,https://www.linkedin.com/in/heatherhartnett/
Ann Winblad,Founder and Managing Director,Female,[object Object],"{""valuesByForeignRowId"":{""reca6n3wLloyYeynJ"":[""Venture Capital""]},""foreignRowIdOrder"":[""reca6n3wLloyYeynJ""]}","San Francisco, CA",https://www.crunchbase.com/person/ann-winblad,http://www.linkedin.com/in/annwinblad
Elizabeth Yin,,Female,[object Object],"{""valuesByForeignRowId"":{""recf0KE0yDr3mI4xc"":[""Venture Capital""]},""foreignRowIdOrder"":[""recf0KE0yDr3mI4xc""]}","San Francisco, CA",https://www.crunchbase.com/person/elizabeth-yin,http://www.linkedin.com/in/elizabethyin
Eric Bahn,General Partner and Co-Founder,Female,[object Object],"{""valuesByForeignRowId"":{""recf0KE0yDr3mI4xc"":[""Venture Capital""]},""foreignRowIdOrder"":[""recf0KE0yDr3mI4xc""]}","San Carlos, CA",,
Shiyan Koh,General Partner,"LGBTQ, Female, PoC",[object Object],"{""valuesByForeignRowId"":{""recf0KE0yDr3mI4xc"":[""Venture Capital""]},""foreignRowIdOrder"":[""recf0KE0yDr3mI4xc""]}","San Francisco, CA",,https://www.linkedin.com/in/shiyankoh/
Wendy Lung,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recerMeoqbTO5pIcY"":[""Venture Capital""]},""foreignRowIdOrder"":[""recerMeoqbTO5pIcY""]}","San Francisco, CA",https://www.crunchbase.com/person/wendy-lung,https://www.linkedin.com/in/wendy-lung-27bb5721/
Olawale Ayeni,Senior Investment Officer,PoC,[object Object],"{""valuesByForeignRowId"":{""recRgz0Zo3huv7iB6"":[""Venture Capital""]},""foreignRowIdOrder"":[""recRgz0Zo3huv7iB6""]}","San Francisco, CA",https://www.crunchbase.com/person/wale-ayeni,
Preeti Rathi,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recjHWwWVBynCTC8S"":[""Venture Capital""]},""foreignRowIdOrder"":[""recjHWwWVBynCTC8S""]}","San Francisco, CA",https://www.crunchbase.com/person/preeti-rathi,https://www.linkedin.com/in/prathi/
Alexis Yongmei Ji,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""rec5t8v1kWVVSbtCQ"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec5t8v1kWVVSbtCQ""]}","San Francisco, CA",https://www.crunchbase.com/person/alexis-yongmei-ji,https://www.linkedin.com/in/yongmeiji
Cindy Padnos,"Founder, Managing Partner",Female,[object Object],"{""valuesByForeignRowId"":{""recVva2I2eCPkR9y4"":[""Venture Capital""]},""foreignRowIdOrder"":[""recVva2I2eCPkR9y4""]}","Oakland, CA",https://www.crunchbase.com/person/cindy-padnos,http://www.linkedin.com/in/cindypadnos
Richard Parsons,Co-founder & Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""recrusy8YDieg3MHP"":[""Venture Capital""]},""foreignRowIdOrder"":[""recrusy8YDieg3MHP""]}","New York, NY",https://www.crunchbase.com/person/richard-parsons,https://www.linkedin.com/in/richard-parsons-18a9a24/
Kesha Cash,Managing Partner,"PoC, Female",[object Object],"{""valuesByForeignRowId"":{""recoXQuTAigXewraV"":[""Venture Capital""]},""foreignRowIdOrder"":[""recoXQuTAigXewraV""]}","New York, NY",https://www.crunchbase.com/person/kesha-cash,https://www.linkedin.com/in/keshacash
Swati Mylavarapu,Managing Partner,Female,[object Object],"{""valuesByForeignRowId"":{""rec5dHzX17zGc7GjN"":[""Angel""]},""foreignRowIdOrder"":[""rec5dHzX17zGc7GjN""]}","Burlingame, CA",https://www.crunchbase.com/person/swati-mylavarapu,
Nina Achadjian,Principal,Female,[object Object],"{""valuesByForeignRowId"":{""recPtSI3dcfgqYXix"":[""Venture Capital""]},""foreignRowIdOrder"":[""recPtSI3dcfgqYXix""]}",,,https://www.linkedin.com/in/nina-achadjian-00aa1812/
Sarah Cannon,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recPtSI3dcfgqYXix"":[""Venture Capital""]},""foreignRowIdOrder"":[""recPtSI3dcfgqYXix""]}","San Francisco, CA",https://www.crunchbase.com/person/sarah-cannon,https://www.linkedin.com/in/cannonsarah/
Lindsay Sharma,Managing Director,Female,[object Object],"{""valuesByForeignRowId"":{""recxrXUcpA1w2nVP7"":[""Venture Capital""]},""foreignRowIdOrder"":[""recxrXUcpA1w2nVP7""]}","San Francisco, CA",,https://www.linkedin.com/in/lindsay-sharma/
Alda Dennis,General Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recPOdkgCG4H1Yt7V"":[""Venture Capital""]},""foreignRowIdOrder"":[""recPOdkgCG4H1Yt7V""]}",,https://www.crunchbase.com/person/alda-leu-dennis#section-overview,https://www.linkedin.com/in/aldadennis/
Jennifer Wolf,COO and Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recPOdkgCG4H1Yt7V"":[""Venture Capital""]},""foreignRowIdOrder"":[""recPOdkgCG4H1Yt7V""]}",,,http://linkedin.com/in/jenhwolf
Anika Agarwal,Managing Director,Female,[object Object],"{""valuesByForeignRowId"":{""recUg5jD0m1GcgT5x"":[""Venture Capital""]},""foreignRowIdOrder"":[""recUg5jD0m1GcgT5x""]}","New York, NY",https://www.crunchbase.com/person/anika-agarwal,https://www.linkedin.com/pub/anika-agarwal/13/609/781
Insiyah Saeed,Angel,Female,[object Object],"{""valuesByForeignRowId"":{""recfvxbr6AzxH3YLM"":[""Angel""]},""foreignRowIdOrder"":[""recfvxbr6AzxH3YLM""]}","Palo Alto, CA",,
Christine Herron,Investment Director,Female,[object Object],"{""valuesByForeignRowId"":{""recdi7sfD0b6rnyhH"":[""Venture Capital""]},""foreignRowIdOrder"":[""recdi7sfD0b6rnyhH""]}","San Francisco, CA",https://www.crunchbase.com/person/christine-herron,http://www.linkedin.com/in/christineherron
Trina Van Pelt,"Vice President, Managing Director",Female,[object Object],"{""valuesByForeignRowId"":{""recdi7sfD0b6rnyhH"":[""Venture Capital""]},""foreignRowIdOrder"":[""recdi7sfD0b6rnyhH""]}","San Francisco, CA",https://www.crunchbase.com/person/trina-van,https://www.linkedin.com/in/trinavanpelt/
Farah Champsi,Managing Director,Female,[object Object],"{""valuesByForeignRowId"":{""reccrqpWBWMh1rNNr"":[""Venture Capital""]},""foreignRowIdOrder"":[""reccrqpWBWMh1rNNr""]}","San Francisco, CA",https://www.crunchbase.com/person/farah-champsi,https://www.linkedin.com/in/farah-champsi-21123066/
Jennifer Neundorfer,General Partner,Female,[object Object],"{""valuesByForeignRowId"":{""reclwkzfN8rdW0CPG"":[""Venture Capital""]},""foreignRowIdOrder"":[""reclwkzfN8rdW0CPG""]}","Cleveland, OH, Boston, MA",https://www.crunchbase.com/person/jennifer-keiser-neundorfer,https://www.linkedin.com/in/jkneundorfer/
Maren Bannon,General Partner,Female,[object Object],"{""valuesByForeignRowId"":{""reclwkzfN8rdW0CPG"":[""Venture Capital""]},""foreignRowIdOrder"":[""reclwkzfN8rdW0CPG""]}","London, United Kingdom",https://www.crunchbase.com/person/maren-bannon,https://www.linkedin.com/in/marenbannon/
Shawn Carter,Angel,PoC,[object Object],"{""valuesByForeignRowId"":{""recldjoNJaEJNYnJZ"":[""Angel""]},""foreignRowIdOrder"":[""recldjoNJaEJNYnJZ""]}","New York, NY",https://www.crunchbase.com/person/shawn-carter,
Rain Cui,Director,Female,[object Object],"{""valuesByForeignRowId"":{""recF2Pu9GUdhIEpdB"":[""Venture Capital""]},""foreignRowIdOrder"":[""recF2Pu9GUdhIEpdB""]}","San Francisco, CA",https://www.crunchbase.com/person/rain-cui-phd,https://www.linkedin.com/in/raincui
Bonny Simi,President,Female,[object Object],"{""valuesByForeignRowId"":{""rec6QWFbA1HtT3VBw"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec6QWFbA1HtT3VBw""]}","San Francisco, CA",https://www.crunchbase.com/person/bonny-simi,https://www.linkedin.com/in/bonnysimi/
Jeanne Bolger,Vice President,Female,[object Object],"{""valuesByForeignRowId"":{""recNXFK2Mj6LsCbjJ"":[""Venture Capital""]},""foreignRowIdOrder"":[""recNXFK2Mj6LsCbjJ""]}","London, United Kingdom",https://www.crunchbase.com/person/jeanne-bolger,https://www.linkedin.com/in/jeanne-bolger-166b45a/
Marian Nakada,Vice President,Female,[object Object],"{""valuesByForeignRowId"":{""recNXFK2Mj6LsCbjJ"":[""Venture Capital""]},""foreignRowIdOrder"":[""recNXFK2Mj6LsCbjJ""]}","Cambridge, MA",https://www.crunchbase.com/person/marian-nakada,https://www.linkedin.com/in/marian-nakada-ph-d-6624a01/
Renee Ryan,Vice President,Female,[object Object],"{""valuesByForeignRowId"":{""recNXFK2Mj6LsCbjJ"":[""Venture Capital""]},""foreignRowIdOrder"":[""recNXFK2Mj6LsCbjJ""]}","San Francisco, CA",https://www.crunchbase.com/person/renee-ryan,https://www.linkedin.com/in/renee-ryan-251b161/
Stacy Feld,"Vice President, Consumer Venture Investments",Female,[object Object],"{""valuesByForeignRowId"":{""recNXFK2Mj6LsCbjJ"":[""Venture Capital""]},""foreignRowIdOrder"":[""recNXFK2Mj6LsCbjJ""]}","San Francisco, CA",https://www.crunchbase.com/person/stacy-feld,https://www.linkedin.com/in/stacy-feld-0061141/
Paul Judge,Founding Partners,PoC,"[object Object], [object Object]","{""valuesByForeignRowId"":{""recazmWNSCVfNTO5E"":[""Venture Capital""],""rec8gOvZoxuuz9Jr3"":[""Venture Capital""]},""foreignRowIdOrder"":[""recazmWNSCVfNTO5E"",""rec8gOvZoxuuz9Jr3""]}","Atlanta, GA",https://www.crunchbase.com/person/dr-paul-judge,http://www.linkedin.com/in/paulqjudge
Elizabeth de Saint-Aignan,"Partner, Jump Capital Growth",Female,[object Object],"{""valuesByForeignRowId"":{""rec9t07hg7PcYhoP4"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec9t07hg7PcYhoP4""]}","Boston, MA",https://www.crunchbase.com/person/elizabeth-de-saint-aignan,https://www.linkedin.com/in/elizabeth-de-saint-aignan-b781ba/
Marcus Whitney,Founding Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""rec5psjU20gWbKeyu"":[""Accelerator""]},""foreignRowIdOrder"":[""rec5psjU20gWbKeyu""]}","Nashville, TN",https://www.crunchbase.com/person/marcus-whitney,http://www.linkedin.com/in/marcuswhitney
Danielle Morris,"Controller, Partner, Revenue & Compliance Management","PoC, Female",[object Object],"{""valuesByForeignRowId"":{""recK2Vt5VKUPCFlEu"":[""Venture Capital""]},""foreignRowIdOrder"":[""recK2Vt5VKUPCFlEu""]}","Cleveland, OH",https://www.crunchbase.com/person/danielle-morris,https://www.linkedin.com/in/danielle-morris-10422a6/
Minal Hasan,Founder & Managing Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recHlReRcl8WJSaiY"":[""Venture Capital""]},""foreignRowIdOrder"":[""recHlReRcl8WJSaiY""]}","San Francisco, CA",https://www.crunchbase.com/person/minal-hasan,https://www.linkedin.com/in/minalhasan/
Katie Shea,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""rec4NWKTVBao2le52"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec4NWKTVBao2le52""]}","New York, NY",https://www.crunchbase.com/person/katie-shea-2,
Amy Belt Raimundo,Managing Director,Female,[object Object],"{""valuesByForeignRowId"":{""recF3cxzPl47cDx7R"":[""Venture Capital""]},""foreignRowIdOrder"":[""recF3cxzPl47cDx7R""]}","San Francisco, CA",https://www.crunchbase.com/person/amy-belt,https://www.linkedin.com/in/amy-belt-raimundo-ab5a741/
Benjamin Jealous,Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""recMSmHjtbkMLFwU9"":[""Family Office"",""Venture Capital""]},""foreignRowIdOrder"":[""recMSmHjtbkMLFwU9""]}","Baltimore, MD",https://www.crunchbase.com/person/benjamin-jealous,http://www.linkedin.com/in/benjamintoddjealous/en
Brian Dixon,Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""recMSmHjtbkMLFwU9"":[""Family Office"",""Venture Capital""]},""foreignRowIdOrder"":[""recMSmHjtbkMLFwU9""]}","San Francisco, CA",https://www.crunchbase.com/person/brian-dixon-2,http://www.linkedin.com/in/dixonb
Ulili Onovakpuri,Partner,"PoC, Female",[object Object],"{""valuesByForeignRowId"":{""recMSmHjtbkMLFwU9"":[""Family Office"",""Venture Capital""]},""foreignRowIdOrder"":[""recMSmHjtbkMLFwU9""]}","San Francisco, CA",https://www.crunchbase.com/person/ulili-onovakpuri,
Susan Choe,"Founder, General Partner",Female,"[object Object], [object Object]","{""valuesByForeignRowId"":{""rec7eOnV9OtXBzzT5"":[""Venture Capital""],""recSTNFm5ttD1PppJ"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec7eOnV9OtXBzzT5"",""recSTNFm5ttD1PppJ""]}","San Francisco, CA",https://www.crunchbase.com/person/susan-choe,https://www.linkedin.com/in/choesusan
Nishita Cummings,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""rectytgFhT00UkKgC"":[""Venture Capital""]},""foreignRowIdOrder"":[""rectytgFhT00UkKgC""]}","Los Angeles, CA",https://www.crunchbase.com/person/nishita-pawar,https://www.linkedin.com/in/nishita-cummings-aa1a131b
Kingsley R. Chin,Managing Partner & CEO,PoC,[object Object],"{""valuesByForeignRowId"":{""rect2nWibe3G4kqn6"":[""Venture Capital""]},""foreignRowIdOrder"":[""rect2nWibe3G4kqn6""]}","Miami, FL",https://www.crunchbase.com/person/kingsley-r-chin,https://www.linkedin.com/in/kingsleychin
Lynn Cho O'Keefe,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recm199xLEiShov5k"":[""Venture Capital""]},""foreignRowIdOrder"":[""recm199xLEiShov5k""]}","San Francisco, CA",https://www.crunchbase.com/person/lynne-chou-o-keefe,
Lynne Chou O'Keefe,"Partner, Life Sciences Group",Female,[object Object],"{""valuesByForeignRowId"":{""recm199xLEiShov5k"":[""Venture Capital""]},""foreignRowIdOrder"":[""recm199xLEiShov5k""]}","San Francisco, CA",https://www.crunchbase.com/person/lynne-chou-o-keefe,https://www.linkedin.com/in/lynne-chou-o-keefe-5617a/
Mary Meeker,General Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recm199xLEiShov5k"":[""Venture Capital""]},""foreignRowIdOrder"":[""recm199xLEiShov5k""]}","Menlo Park, CA",https://www.crunchbase.com/person/mary-meeker,https://www.linkedin.com/in/mary-meeker-5823ba48/
Linda Oramasionwu,Partner,"PoC, Female",[object Object],"{""valuesByForeignRowId"":{""rec5DdUPU9Vw8tDuT"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec5DdUPU9Vw8tDuT""]}","Washington, DC",https://www.crunchbase.com/person/linda-oramasionwu,https://www.linkedin.com/in/linda-oramasionwu-6a034217/
Geri Kirilova,Principal,Female,[object Object],"{""valuesByForeignRowId"":{""recWewtoaZcctGgor"":[""Venture Capital""]},""foreignRowIdOrder"":[""recWewtoaZcctGgor""]}","New York, NY",https://www.crunchbase.com/organization/laconia-capitalgroup,https://www.linkedin.com/in/gerikirilova/
Faran Nouri,,Female,[object Object],"{""valuesByForeignRowId"":{""recxeXoama2FVwAgq"":[""Venture Capital""]},""foreignRowIdOrder"":[""recxeXoama2FVwAgq""]}","San Francisco, CA",https://www.crunchbase.com/person/faran-nouri,https://www.linkedin.com/in/faran-nouri-a544291/
Vanessa Pestritto,Partner,"PoC, Female",[object Object],"{""valuesByForeignRowId"":{""reckNEp6SxmoyVAqS"":[""Venture Capital""]},""foreignRowIdOrder"":[""reckNEp6SxmoyVAqS""]}","New York, NY",https://www.crunchbase.com/person/lauren-maillian-bias,
Lauren Bias,Angel,"PoC, Female",[object Object],"{""valuesByForeignRowId"":{""reccCl1pF9pLiUP4v"":[""Angel""]},""foreignRowIdOrder"":[""reccCl1pF9pLiUP4v""]}","New York, NY",https://www.crunchbase.com/person/lauren-maillian-bias,
